SeniorCitizen,Partner,Dependents,tenure,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
0,No,No,8,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,65.45,554.45,0
0,Yes,Yes,72,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.2,1787.35,0
0,Yes,No,6,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,91.0,531.0,1
0,No,No,24,No,No,No,No,Month-to-month,Yes,Credit card (automatic),79.85,2001.0,0
0,No,No,24,No,No,Yes,No,Month-to-month,Yes,Electronic check,98.75,2407.3,1
0,Yes,No,72,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),110.6,7962.2,0
0,Yes,No,64,Yes,No,No,No,Month-to-month,Yes,Mailed check,73.55,4764.0,0
0,No,No,36,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,53.1,1901.25,0
0,Yes,No,72,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),115.8,8332.15,0
0,No,No,48,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),102.5,4904.25,0
0,No,No,56,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),60.25,3282.75,0
0,Yes,No,4,No,Yes,No,No,Month-to-month,Yes,Electronic check,100.2,420.2,1
0,No,No,20,No,Yes,No,No,Month-to-month,Yes,Mailed check,51.8,1023.85,0
0,Yes,No,36,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.0,666.75,0
0,Yes,Yes,21,No,Yes,No,No,One year,Yes,Credit card (automatic),58.85,1215.45,0
0,No,No,28,No,Yes,No,No,One year,No,Electronic check,100.2,2688.45,0
0,Yes,No,41,No,No,Yes,No,One year,Yes,Electronic check,73.0,3001.2,1
0,No,No,53,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.25,1048.45,0
0,No,No,64,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),86.55,5632.55,0
0,Yes,Yes,55,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),103.7,5656.75,0
0,No,No,54,Yes,No,No,Yes,Two year,No,Credit card (automatic),45.2,2460.55,0
0,No,No,36,No,No,No,No,Month-to-month,Yes,Electronic check,84.75,3050.15,1
0,No,No,48,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),70.95,3629.2,0
0,No,No,28,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),94.5,2659.4,1
1,No,No,19,No,Yes,No,No,Month-to-month,Yes,Electronic check,88.2,1775.8,1
0,Yes,Yes,72,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),105.25,7609.75,0
1,No,No,50,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.95,5222.35,0
0,Yes,No,50,No,Yes,No,No,One year,Yes,Electronic check,98.25,4858.7,0
0,Yes,Yes,58,No,Yes,No,Yes,One year,Yes,Credit card (automatic),75.2,4300.8,0
1,Yes,No,70,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,102.95,7101.5,1
0,Yes,No,3,No,No,No,No,Month-to-month,Yes,Electronic check,70.3,208.85,1
0,Yes,No,20,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.25,375.25,0
0,No,No,12,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,67.25,832.3,0
1,Yes,No,13,No,No,No,No,Month-to-month,Yes,Electronic check,95.25,1233.65,1
0,No,No,10,Yes,No,No,No,Month-to-month,No,Electronic check,98.55,1008.55,1
0,Yes,No,19,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),88.8,1672.35,0
0,Yes,No,52,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),66.25,3330.1,0
0,Yes,Yes,66,Yes,Yes,Yes,Yes,Two year,No,Mailed check,65.85,4097.05,0
0,No,No,39,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,106.4,4040.65,0
0,No,Yes,27,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.7,509.3,0
0,Yes,Yes,72,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),65.25,4478.85,0
1,Yes,No,68,Yes,Yes,Yes,No,Two year,Yes,Electronic check,41.95,2965.75,0
1,No,No,35,No,No,Yes,No,Month-to-month,Yes,Electronic check,39.85,1434.6,0
0,Yes,No,63,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),84.65,5377.8,0
0,No,No,1,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,24.05,24.05,1
0,Yes,Yes,6,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.85,138.85,0
1,Yes,No,64,No,No,Yes,Yes,Two year,No,Electronic check,102.1,6538.45,0
0,No,No,64,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,24.7,1642.75,0
0,Yes,No,13,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),102.25,1359.0,1
1,Yes,No,12,No,Yes,No,No,Month-to-month,Yes,Electronic check,101.35,1218.55,1
0,Yes,Yes,30,No,No,Yes,Yes,One year,Yes,Electronic check,64.5,1985.15,0
0,No,No,3,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.8,58.15,1
1,No,No,1,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,55.8,55.8,1
0,Yes,No,69,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),24.95,1718.35,0
0,Yes,Yes,70,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),80.4,5717.85,0
0,No,No,1,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.3,20.3,1
1,No,No,4,No,No,Yes,No,Month-to-month,Yes,Electronic check,94.75,422.4,0
0,Yes,Yes,72,Yes,No,Yes,Yes,Two year,Yes,Electronic check,80.8,5728.55,0
0,Yes,No,72,No,No,Yes,No,Two year,Yes,Electronic check,97.85,6841.3,0
0,No,No,2,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,53.85,108.15,1
0,No,No,1,No,No,No,No,Month-to-month,Yes,Mailed check,44.0,44.0,0
0,Yes,Yes,1,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.0,19.0,0
0,Yes,Yes,72,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),106.1,7848.5,0
0,Yes,No,24,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,66.3,1559.45,0
1,Yes,Yes,65,No,Yes,Yes,No,One year,Yes,Electronic check,107.45,7047.5,0
0,No,No,8,No,No,No,No,Month-to-month,Yes,Electronic check,73.5,632.2,0
0,Yes,No,71,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),90.55,6404.0,0
0,Yes,Yes,42,No,No,No,No,Month-to-month,Yes,Electronic check,94.2,4186.3,1
1,Yes,Yes,48,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.5,5068.05,0
0,Yes,Yes,11,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.95,267.35,0
0,Yes,No,16,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),80.75,1321.3,0
0,No,No,13,Yes,No,No,No,Month-to-month,Yes,Electronic check,71.95,923.85,0
0,No,No,5,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.35,92.75,0
0,Yes,No,41,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),113.6,4594.95,1
0,No,No,19,No,No,Yes,No,Month-to-month,Yes,Mailed check,56.1,1033.9,0
0,No,No,1,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.55,19.55,0
1,No,No,46,No,Yes,No,No,One year,No,Credit card (automatic),95.25,4424.2,1
0,No,No,1,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),19.75,19.75,0
0,No,No,13,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.3,275.4,0
0,Yes,Yes,42,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),48.15,2032.3,0
0,No,No,23,No,No,Yes,No,Month-to-month,Yes,Electronic check,81.0,1917.1,1
0,No,No,19,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.95,373.5,0
0,No,No,9,Yes,No,No,No,Month-to-month,Yes,Electronic check,81.15,784.45,0
0,No,No,3,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,35.45,106.85,1
0,Yes,No,38,No,No,Yes,Yes,One year,No,Credit card (automatic),69.0,2669.45,0
1,No,No,2,Yes,No,No,No,Month-to-month,Yes,Electronic check,49.25,91.1,1
0,No,No,64,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),104.4,6692.65,0
1,Yes,No,24,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),40.65,933.3,1
0,No,No,4,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.95,68.2,0
0,No,Yes,7,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.05,96.8,0
0,No,No,1,Yes,No,No,No,Month-to-month,No,Electronic check,50.15,50.15,0
0,No,No,72,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,118.2,8547.15,0
0,No,No,28,Yes,Yes,No,No,Month-to-month,No,Electronic check,56.05,1522.65,0
0,No,No,15,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),99.1,1426.4,1
0,No,No,28,Yes,No,Yes,No,One year,No,Mailed check,59.0,1654.45,0
0,Yes,No,13,Yes,No,No,No,Month-to-month,Yes,Electronic check,65.85,902.25,0
0,No,No,70,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),90.25,6385.95,0
0,Yes,Yes,5,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.1,85.1,0
1,Yes,No,28,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,110.85,3204.4,0
0,Yes,Yes,8,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.5,159.35,0
0,No,No,12,No,No,No,No,Month-to-month,No,Bank transfer (automatic),43.8,540.95,0
0,No,No,10,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.8,198.25,0
0,No,No,43,No,Yes,No,No,Month-to-month,Yes,Electronic check,77.85,3365.85,1
1,Yes,No,11,No,No,Yes,No,Month-to-month,Yes,Electronic check,99.55,1131.2,1
1,No,No,67,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.1,1672.15,0
0,Yes,No,65,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),100.15,6643.5,0
0,Yes,Yes,55,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.15,998.1,0
0,No,No,46,No,No,No,No,Month-to-month,No,Bank transfer (automatic),72.8,3249.4,0
0,No,Yes,6,No,No,Yes,No,Month-to-month,No,Mailed check,94.5,575.45,1
1,Yes,No,65,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),103.15,6792.45,0
0,No,No,31,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),99.45,3109.9,0
0,No,Yes,1,No,No,Yes,No,Month-to-month,No,Electronic check,48.95,48.95,1
0,Yes,Yes,2,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.3,40.25,0
0,No,Yes,50,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),43.05,2208.05,0
0,No,No,10,No,Yes,No,Yes,One year,No,Mailed check,64.9,685.55,0
0,Yes,Yes,58,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),105.05,6004.85,0
1,Yes,No,13,No,No,No,No,Month-to-month,No,Electronic check,45.3,528.45,0
0,No,No,22,No,Yes,Yes,No,One year,No,Bank transfer (automatic),65.25,1441.8,0
0,No,No,52,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,89.25,4652.4,0
0,Yes,Yes,41,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.5,798.2,0
0,Yes,No,71,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.05,1873.7,0
0,Yes,Yes,57,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.75,1272.05,0
0,No,No,44,No,No,Yes,No,One year,Yes,Electronic check,49.05,2265.0,0
0,Yes,Yes,61,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.1,1143.8,0
0,Yes,Yes,72,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),110.45,8058.85,0
0,No,Yes,1,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.75,19.75,1
0,Yes,No,71,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),93.2,6506.15,0
0,Yes,Yes,38,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),94.9,3616.25,0
0,No,No,45,Yes,Yes,No,No,One year,Yes,Electronic check,100.3,4483.95,0
0,Yes,No,57,No,No,Yes,No,One year,Yes,Credit card (automatic),100.75,5985.0,0
0,No,No,59,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),79.85,4786.1,0
1,No,No,56,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),73.25,4054.2,0
0,Yes,No,54,No,Yes,No,No,Month-to-month,No,Electronic check,30.4,1621.35,0
0,Yes,Yes,22,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.05,454.05,0
0,Yes,Yes,30,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,107.5,3242.5,0
0,No,No,27,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.85,470.0,0
0,Yes,Yes,4,No,No,No,No,Month-to-month,Yes,Mailed check,69.55,284.9,0
0,No,No,10,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,79.85,887.35,0
1,No,No,5,No,No,No,No,Month-to-month,Yes,Mailed check,69.05,318.5,1
0,Yes,No,3,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),91.5,242.95,1
0,Yes,Yes,72,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),116.6,8337.45,0
0,No,Yes,3,No,No,No,No,Month-to-month,No,Electronic check,69.65,220.1,1
0,Yes,Yes,45,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.0,886.4,0
0,No,No,21,Yes,No,Yes,Yes,One year,Yes,Electronic check,60.25,1258.35,0
0,Yes,Yes,59,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.6,1286.0,0
0,Yes,Yes,4,No,No,Yes,No,Month-to-month,Yes,Electronic check,73.75,325.45,1
0,No,No,10,No,No,No,No,Month-to-month,No,Electronic check,86.45,830.85,1
0,No,No,15,No,No,No,No,Month-to-month,Yes,Electronic check,49.1,679.55,1
0,No,No,9,Yes,No,Yes,Yes,One year,No,Mailed check,50.8,463.6,0
0,Yes,Yes,48,Yes,Yes,No,Yes,Two year,No,Mailed check,39.4,1978.65,0
0,Yes,No,10,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),19.95,187.75,0
0,Yes,No,42,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),66.4,2727.8,0
0,No,No,36,No,Yes,No,No,Month-to-month,Yes,Electronic check,99.15,3615.6,1
0,Yes,Yes,59,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.5,1147.85,0
0,Yes,Yes,47,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),63.8,3007.25,0
0,No,No,6,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),59.15,336.7,0
0,No,Yes,54,Yes,Yes,No,Yes,One year,Yes,Electronic check,105.85,5826.65,0
0,Yes,Yes,72,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),91.95,6614.9,0
0,No,No,4,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,94.9,360.55,0
1,Yes,Yes,66,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),79.4,5154.6,1
1,Yes,No,30,No,No,No,No,Month-to-month,No,Mailed check,77.9,2351.45,0
0,No,No,22,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,59.05,1253.5,0
0,No,No,47,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.15,1046.2,0
1,No,No,27,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),86.45,2401.05,0
0,Yes,No,53,No,No,Yes,No,One year,Yes,Bank transfer (automatic),94.85,5000.2,1
0,Yes,Yes,33,No,No,No,No,Month-to-month,No,Credit card (automatic),86.15,2745.7,1
0,No,No,2,Yes,No,No,No,Month-to-month,No,Mailed check,50.95,123.05,0
0,Yes,Yes,46,Yes,No,Yes,Yes,Two year,No,Mailed check,99.65,4630.2,0
0,No,No,65,No,Yes,Yes,No,Two year,No,Credit card (automatic),105.1,6631.85,0
0,Yes,No,38,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.4,743.5,0
0,No,No,26,No,Yes,Yes,No,Month-to-month,No,Electronic check,89.8,2335.3,1
0,No,No,1,No,No,No,No,Month-to-month,Yes,Mailed check,44.9,44.9,0
1,Yes,No,71,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),115.05,8016.6,0
0,No,No,4,No,Yes,No,No,Month-to-month,Yes,Electronic check,90.05,368.1,1
0,No,No,70,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),113.65,7939.25,0
0,Yes,Yes,63,Yes,Yes,Yes,No,Two year,No,Electronic check,59.0,3707.6,0
0,Yes,Yes,22,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.15,419.9,0
0,No,No,56,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,94.45,5124.6,1
0,Yes,Yes,58,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.55,1079.65,0
0,No,No,5,No,No,Yes,No,Month-to-month,Yes,Electronic check,100.5,514.0,1
0,No,No,64,Yes,Yes,No,No,One year,Yes,Credit card (automatic),100.3,6603.8,0
0,No,No,63,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),80.3,4995.35,0
0,Yes,Yes,17,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.75,418.25,0
1,Yes,No,69,Yes,No,Yes,Yes,One year,Yes,Mailed check,110.55,7610.1,0
0,Yes,Yes,70,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),78.35,5445.95,0
0,No,No,7,No,No,No,No,Month-to-month,Yes,Electronic check,66.85,458.1,0
0,No,No,24,Yes,No,No,Yes,Month-to-month,No,Electronic check,54.95,1348.5,0
0,No,No,6,Yes,Yes,No,No,Month-to-month,No,Mailed check,55.15,322.9,0
0,No,No,10,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),80.7,788.8,1
1,No,No,30,No,Yes,No,No,Month-to-month,Yes,Electronic check,99.7,2967.35,1
1,Yes,Yes,72,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),88.05,6425.65,0
0,Yes,No,72,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),85.45,6227.5,0
1,Yes,No,4,Yes,No,No,No,Month-to-month,Yes,Electronic check,99.6,347.65,1
0,No,Yes,16,No,No,No,No,Month-to-month,Yes,Electronic check,81.0,1312.15,1
0,No,No,1,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.45,20.45,0
0,Yes,No,29,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.85,573.05,0
0,No,No,13,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.4,251.65,0
1,Yes,No,1,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.85,20.85,1
0,Yes,No,70,No,No,Yes,No,One year,Yes,Electronic check,97.65,6982.5,0
0,Yes,Yes,69,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),105.1,7234.8,0
0,Yes,Yes,46,Yes,No,Yes,Yes,Two year,No,Mailed check,81.0,3846.35,0
0,No,Yes,1,No,No,No,No,Month-to-month,Yes,Electronic check,44.4,44.4,1
1,Yes,No,37,No,No,No,No,Month-to-month,Yes,Electronic check,85.7,3171.15,1
0,Yes,Yes,41,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.7,804.25,0
0,Yes,No,1,Yes,No,No,No,Month-to-month,Yes,Electronic check,95.0,95.0,1
0,Yes,No,63,No,No,Yes,Yes,Two year,No,Credit card (automatic),79.8,5034.05,0
0,No,Yes,1,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,25.4,25.4,0
0,Yes,Yes,41,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),74.55,3023.55,0
0,Yes,Yes,72,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),55.45,4179.2,0
1,No,No,16,No,No,No,Yes,Month-to-month,No,Electronic check,59.4,1023.9,1
0,No,Yes,13,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),52.1,670.65,0
0,Yes,No,68,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),64.1,4326.25,0
0,No,Yes,22,No,No,Yes,No,One year,Yes,Credit card (automatic),49.45,1031.4,0
0,No,No,7,No,No,No,No,Month-to-month,Yes,Mailed check,80.3,526.7,1
0,Yes,Yes,9,No,No,Yes,Yes,Month-to-month,No,Electronic check,103.1,970.45,0
1,Yes,No,4,No,No,No,No,Month-to-month,No,Electronic check,74.95,308.7,1
0,Yes,No,71,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),83.3,5894.5,0
0,Yes,Yes,72,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),115.8,8476.5,0
0,Yes,Yes,52,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.2,1054.75,0
1,No,No,54,No,Yes,No,Yes,One year,No,Mailed check,72.1,3886.05,0
0,Yes,Yes,63,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.7,1275.85,0
1,Yes,No,60,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,105.9,6401.25,0
0,Yes,Yes,22,No,No,No,No,Month-to-month,Yes,Electronic check,80.15,1790.65,0
0,Yes,Yes,8,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,24.4,203.95,0
1,Yes,No,27,Yes,No,Yes,No,One year,Yes,Electronic check,85.9,2220.1,0
0,No,No,1,No,No,No,No,Month-to-month,Yes,Mailed check,55.7,55.7,1
0,No,No,52,Yes,Yes,No,Yes,Two year,No,Mailed check,39.1,1982.1,0
1,No,No,9,No,No,No,No,Month-to-month,Yes,Electronic check,83.85,790.15,1
0,Yes,Yes,33,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.1,579.4,0
0,Yes,Yes,40,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.8,1024.7,0
1,No,No,6,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),85.15,503.6,1
0,No,No,5,No,No,Yes,No,Month-to-month,Yes,Electronic check,70.05,346.4,1
